round,fedavg_weighted_benign_val_loss
1,0.8359739099724824
2,0.4301594826541219
3,0.31341691236488767
4,0.27105487881174434
5,0.24453821091975267
6,0.2268214835887983
7,0.21222101534460355
8,0.19964344223859828
9,0.19157097343406915
10,0.18615213688455434
11,0.18125675475511177
12,0.17693235912563104
13,0.1727165556024047
14,0.16888549781804824
15,0.16531411152331246
16,0.1620444733877232
17,0.1590158330773183
18,0.1560962589305397
19,0.1532893456625132
20,0.1509313214765858
21,0.14885518165511671
22,0.14652431672767924
23,0.14449643545841762
24,0.14236286315053526
25,0.1404502579488625
26,0.13829418544270375
27,0.13621328981853273
28,0.1346573538511114
29,0.1330744507751665
30,0.13135438942712924
31,0.12980320271099446
32,0.128453198080441
33,0.1271242988566288
34,0.12528333537935332
35,0.12403354669493388
36,0.12270287749232989
37,0.12148889786801229
38,0.1203626067906627
39,0.1190733599169091
40,0.11818135951864307
41,0.117278058489465
42,0.11633872665127741
43,0.11543418036145112
44,0.11460147455376077
45,0.11392282258250491
46,0.11322546999765465
47,0.11236324663055891
48,0.11184802615399858
49,0.11113334300912162
50,0.1105605757813292
51,0.11010623948857264
52,0.10953022094556306
53,0.10912034085394802
54,0.10842251421775696
55,0.10803217344969701
56,0.10763555974771805
57,0.10711439155180148
58,0.10670578940191994
59,0.10628561004592219
60,0.10598455159376893
61,0.10562814478362428
62,0.10518837868044209
63,0.10501015486650309
64,0.10469093196117557
65,0.1042283864853905
66,0.10398963500553178
67,0.10371313723266051
68,0.10298389343828686
69,0.10286654276620395
70,0.10246558802706156
71,0.1021565893570151
72,0.10179261347421202
73,0.10160368398505654
74,0.1014903607409577
75,0.10122695914120988
76,0.10077650013359808
77,0.10052688245802457
78,0.10023786828169677
79,0.10015809144999477
80,0.09984368267845338
81,0.09974563595763901
82,0.09930092886492484
83,0.09887938454470976
84,0.09888997850933182
85,0.09866925532686037
86,0.09859040307312242
87,0.09840062687118084
88,0.09842124904783162
89,0.09814785805368519
90,0.09792644215639272
91,0.09782395786875624
92,0.09784557794440721
93,0.09773343754161229
94,0.0977126577686601
95,0.09740070399227402
96,0.09776699371234446
97,0.09735681444014356
98,0.09748890908843776
99,0.09710409341993544
100,0.09693152482437584
101,0.09686941764428215
102,0.09666774679396614
103,0.09662516895487051
104,0.09658164951378063
105,0.09634800004761342
106,0.09638800079626404
107,0.09618964827289987
108,0.09611291646392889
109,0.0962987635133383
110,0.0958603527420204
111,0.09591025646515654
112,0.09595779126284647
113,0.09546463565455578
114,0.09529827365364464
115,0.09509486940618193
116,0.09497448088686487
117,0.09512552731828394
118,0.09517615996677446
119,0.09481158386643686
120,0.09492240845734899
121,0.0949194908148657
122,0.09471614980007034
123,0.09458748636960246
124,0.09467099237748716
125,0.09485567415121274
126,0.09436320858350042
127,0.09442253426436659
128,0.0946790908914197
129,0.09421441567075949
130,0.0944332571665922
131,0.09449531861577633
132,0.0943852781082238
133,0.09416500422625944
134,0.09415340403286089
135,0.09392794148710616
136,0.09398727664686818
137,0.09364620277314552
138,0.093567724164051
139,0.0936786969046014
140,0.09316840610288704
141,0.09313497033794134
142,0.09299985689455738
143,0.09303578839713741
144,0.09268542154899037
145,0.0930221376329175
146,0.09264901736606537
147,0.09267217963979513
148,0.09278323130035732
149,0.09228228556648577
150,0.09236254713135446
