round,fedavg_weighted_benign_val_loss
1,0.8735469144146314
2,0.4508820221143146
3,0.3235911983639222
4,0.26323441917361057
5,0.2306442709976353
6,0.21128217895511553
7,0.19875080348212154
8,0.18933862508706045
9,0.18014953936308478
10,0.17245337436937777
11,0.1681266809247654
12,0.1628020306503327
13,0.158299586050059
14,0.1548719533969152
15,0.15158277019626099
16,0.14940012270420874
17,0.14688643232059925
18,0.14421958113402233
19,0.14176416683476648
20,0.13963716527139838
21,0.13789083329639565
22,0.1364187561960291
23,0.1347199899045536
24,0.13344709434880192
25,0.13251345393094957
26,0.13068645570238238
27,0.12965972952378968
28,0.12858523596318228
29,0.12710312943432053
30,0.12626204716354913
31,0.12446494778314167
32,0.12302135111979333
33,0.1223472978485474
34,0.12150133727523375
35,0.12022562865049413
36,0.1192856342418365
37,0.1186880426871526
38,0.11796696474861364
39,0.1170667478200038
40,0.11618445265612687
41,0.11570353220308292
42,0.11531059230651874
43,0.11447209075032824
44,0.11368193452839048
45,0.11293627293742668
46,0.11196911832320039
47,0.11133723891113889
48,0.11105492559090983
49,0.11020630819126989
50,0.10920277104840086
51,0.10860568906047702
52,0.10807783331956529
53,0.10749834636077614
54,0.10672144585817459
55,0.1062151287415287
56,0.10539951427141156
57,0.10486445669708835
58,0.10446130104043519
59,0.10386501306723092
60,0.10339370561484724
61,0.10286538137908485
62,0.10292156182666637
63,0.10247488288894223
64,0.10220274919834797
65,0.10158094464768944
66,0.101148289748186
67,0.10054720272168055
68,0.10054130989127691
69,0.09990228845637616
70,0.09962895535170573
71,0.09917755827583656
72,0.09917829418918861
73,0.09892574563856614
74,0.09861487681120595
75,0.09819074461619183
76,0.09840787634312874
77,0.09821846186663055
78,0.09710957100258319
79,0.09724808582535169
80,0.09749623994502697
81,0.09662429301566203
82,0.09629559059296089
83,0.09664524656412715
84,0.09561564902767979
85,0.09570843042976018
86,0.09507198435539305
87,0.09506159109627661
88,0.09468379041360059
89,0.09451234256031735
90,0.09402070685190614
91,0.09388830178526972
92,0.09360108153630131
93,0.09323283257528224
94,0.09299556492991735
95,0.09260933576934678
96,0.09257267377159234
97,0.09218955454540252
98,0.09190277227575508
99,0.09169481466543024
100,0.09168990087085586
101,0.091435518802396
102,0.09124499580919977
103,0.09113583066810528
104,0.09091841601377516
105,0.09076945616703098
106,0.09041295498360259
107,0.09009609172043308
108,0.08999581397702593
109,0.08958490713860538
110,0.08942679982426102
111,0.08933081190258836
112,0.08944927209922783
113,0.08895080215315523
114,0.0887166977087663
115,0.08889054429189551
116,0.08821928257018315
117,0.08836642440496623
118,0.08807932517588105
119,0.08825918131517659
120,0.08791962428874175
121,0.0875420617833351
122,0.08753122890230278
123,0.08742316618625942
124,0.08739760426013131
125,0.08695626524605767
126,0.08686302596025497
127,0.08794378867906469
128,0.0866401532106636
129,0.08695336751058917
130,0.08671903612092423
131,0.08613834188300988
132,0.08667607974773117
133,0.08630733092910066
134,0.08645604626246926
135,0.0863760096120149
136,0.0856019537763737
137,0.08551869028383868
138,0.08606190399526525
139,0.08534112079596654
140,0.08636298296846306
141,0.08601861315062385
142,0.08544103758135022
143,0.08588208028884302
144,0.08552599504721244
145,0.08523422084353308
146,0.08533757521508199
147,0.08520286986540085
148,0.08501473980833843
149,0.08478068563886687
150,0.08484422808613346
