round,fedavg_weighted_benign_val_loss
1,0.8079896504250501
2,0.4208630319416127
3,0.31105277152375527
4,0.2673067911570394
5,0.24099367236677308
6,0.22213849342824246
7,0.20778510043930776
8,0.19676211871776428
9,0.1875901499701028
10,0.18007723215822705
11,0.17463106474341444
12,0.1706691930131182
13,0.16669396822191124
14,0.16368167846892354
15,0.16088527758915683
16,0.1582808173721745
17,0.15547329329150095
18,0.15235818411058297
19,0.14974057670722307
20,0.14696321628725303
21,0.1445248597826455
22,0.14233629030875353
23,0.140121307434285
24,0.13822657326078303
25,0.1359606755474273
26,0.13424320706188247
27,0.1326232369124938
28,0.13067800581680927
29,0.12895347448053562
30,0.12808368474524645
31,0.1266233249089512
32,0.12573231525094147
33,0.12436564322448948
34,0.1236805051687668
35,0.12294914663649094
36,0.12184376021775745
37,0.12078547126499561
38,0.1197577525183309
39,0.11897852665114735
40,0.11811874254930993
41,0.1174317971400649
42,0.1168964530621931
43,0.11624714967656513
44,0.11555446096733428
45,0.11481264351188301
46,0.11426867813053669
47,0.11340754122800728
48,0.11285159257957997
49,0.11259286393093595
50,0.11213343303037157
51,0.11125987196226919
52,0.11085695164272136
53,0.11005487540901995
54,0.10970321406177991
55,0.10929233685949231
56,0.10877502122046984
57,0.1084758854122744
58,0.10779816642676072
59,0.10696216081024534
60,0.1067322757880042
61,0.10590540415918252
62,0.10571020658883949
63,0.10515516112095048
64,0.10458423991232761
65,0.10403485738479665
66,0.10339259982425902
67,0.10290991969234853
68,0.10253860303633887
69,0.1018691223292679
70,0.10163283099456061
71,0.10121959034471201
72,0.10086839698430566
73,0.10074875802202413
74,0.10032812950048119
75,0.09996207488297454
76,0.09989960530095265
77,0.09949612678781732
78,0.09887598943656396
79,0.0988357829031091
80,0.0982521029834168
81,0.09769762324520304
82,0.09741018937606766
83,0.09711619347771362
84,0.09660915963837362
85,0.0964392258505145
86,0.09592536382743233
87,0.09584373321403994
88,0.09572102320175159
89,0.09553570921875734
90,0.09521451576355824
91,0.09487919053911083
92,0.09488884314405356
93,0.09428341032220695
94,0.09401808523441982
95,0.0939014868909163
96,0.09380161648746248
97,0.09356210843027085
98,0.09333282492653265
99,0.09285117034975561
100,0.09292665808425546
101,0.0925903645443365
102,0.0923683743285916
103,0.09212231090309406
104,0.09196277655706742
105,0.09159104932985913
106,0.09156217412324197
107,0.0911375281579473
108,0.0909638782850091
109,0.09062232322767141
110,0.0901562638128
111,0.09004755326507803
112,0.08971806794499336
113,0.08944867597263388
114,0.0895844021438641
115,0.0891425656817918
116,0.08833694410811353
117,0.08835144733252648
118,0.08814348208351874
119,0.08770599739250398
120,0.08731910147717528
121,0.08718475809799993
122,0.08714186759901507
123,0.08645940833383083
124,0.08640548829079901
125,0.0861214029221836
126,0.08589168274974257
127,0.08596341953181584
128,0.08535940529815607
129,0.08523667607979708
130,0.08531432188327964
131,0.0849299225707755
132,0.08458930122264015
133,0.08457534454528595
134,0.08453636427327431
135,0.08420775920615314
136,0.08406117006187591
137,0.08403608686820267
138,0.0836943040797408
139,0.0836843161715314
140,0.08358342027466205
141,0.08334782176480926
142,0.08327192845377342
143,0.08322168975606382
144,0.08287591971772296
145,0.08258634812407313
146,0.08255674946408975
147,0.0822583126043604
148,0.08225054171567564
149,0.08211874225962192
150,0.08214591494501192
