round,fedavg_weighted_benign_val_loss
1,0.8084487602951388
2,0.4130275446788267
3,0.3032263827030884
4,0.2578766279719128
5,0.2350386665102704
6,0.21845253295452963
7,0.20374729647741532
8,0.19226297521435076
9,0.18380273912804035
10,0.17664381293399256
11,0.17023746468149625
12,0.1647336626159164
13,0.16007457504103442
14,0.15600073838897527
15,0.1534833776121283
16,0.15042189173047585
17,0.14745428044192047
18,0.1456137209212361
19,0.1429620622838297
20,0.14129833378974016
21,0.13903681258440423
22,0.13752053241305986
23,0.13593354219800421
24,0.13462153724875675
25,0.1330328766604798
26,0.1316998190002792
27,0.1309840570593391
28,0.12933265634805388
29,0.12824705304480127
30,0.12731420471152563
31,0.12627793996161807
32,0.12512583292405355
33,0.12417276280427957
34,0.12352980843925358
35,0.12239147745746377
36,0.12160045411528049
37,0.12073906841818824
38,0.11996512618575768
39,0.11913215085050141
40,0.11840244834836051
41,0.11796775785605951
42,0.11703700756307073
43,0.1167251612268137
44,0.1161277826983706
45,0.1154763620120385
46,0.11471091325928316
47,0.11464070281625983
48,0.11389744327048719
49,0.11353467895523382
50,0.11268920050772208
51,0.11231396435954422
52,0.111905459420497
53,0.11100717565744549
54,0.11097434727983517
55,0.11037256200111696
56,0.10970334752737544
57,0.10932455093729197
58,0.10852238641773197
59,0.10819002440149315
60,0.10718433928189686
61,0.1068080094671191
62,0.10644225778004847
63,0.1059738967597871
64,0.10548095240406706
65,0.10469020830563455
66,0.10395753195902724
67,0.10331965323771829
68,0.10343212942036828
69,0.10236537744348531
70,0.1020850304304054
71,0.10180896425752622
72,0.10119152182690316
73,0.10049501928666911
74,0.099708925405899
75,0.0995192881662015
76,0.09909898500195666
77,0.09878970575120563
78,0.09818661006638507
79,0.09775754210970292
80,0.09704209576189557
81,0.09681278892536181
82,0.09662917537885549
83,0.09645467979703598
84,0.09616103246011282
85,0.0955585926105334
86,0.09528806924469609
87,0.094768232769615
88,0.09426001090526798
89,0.09458095246600222
90,0.09393686866055932
91,0.0936999091013896
92,0.09333190590767218
93,0.09311399595903785
94,0.09290640943001846
95,0.09298535454424724
96,0.09244035814254752
97,0.09262430450128831
98,0.09199956365666606
99,0.09180430609388057
100,0.09144991573888195
101,0.09134674261218992
102,0.09104055402917025
103,0.09090821284253582
104,0.09068991504321099
105,0.09035319698109351
106,0.09069934989945252
107,0.09029518909023347
108,0.09019631911232831
109,0.09000726318122529
110,0.08989684381155223
111,0.08935814731926524
112,0.0892953994037818
113,0.08878143781339294
114,0.08878081156643829
115,0.08868812196485498
116,0.08841898410344493
117,0.08840660079547737
118,0.08824669604878484
119,0.08801658328181608
120,0.08774714690363973
121,0.08787284305238156
122,0.08778310602006854
123,0.08794095822552273
124,0.08742389199134015
125,0.0877052629818931
126,0.08750446038043651
127,0.08735313364326255
128,0.08745614046385257
129,0.0870907304268767
130,0.08732051174650873
131,0.08705548196508328
132,0.08680839866712577
133,0.08693088850354302
134,0.08676484638452422
135,0.08667377076822118
136,0.0866998159827401
137,0.08635389196224894
138,0.08646965863699685
139,0.08624225363629752
140,0.08612050083836156
141,0.08620590345549
142,0.08636380263921266
143,0.08648017118869858
144,0.0860625573185665
145,0.08570018327333316
146,0.08575979582510698
147,0.08574311315130656
148,0.08544983743010848
149,0.0855722071109616
150,0.08550635941574093
