round,fedavg_weighted_benign_val_loss
1,0.8152533492323153
2,0.38716314024002635
3,0.282756067339406
4,0.24610877745430804
5,0.22050374195458267
6,0.20314016145727173
7,0.18927204806025946
8,0.1775360429702055
9,0.1687912940026095
10,0.1616238856165667
11,0.15646450614965224
12,0.15249403703891756
13,0.14912915562149429
14,0.14566588487207763
15,0.14364090220977385
16,0.1412402973977272
17,0.13947799318443063
18,0.13768456087910094
19,0.13624777363684162
20,0.1347157551677814
21,0.13365588535102552
22,0.13249261683014785
23,0.13165827821930634
24,0.13020711339124336
25,0.12922695339003204
26,0.12835506736145544
27,0.12734088196597423
28,0.12618865679050592
29,0.12554779899210877
30,0.12472201794238216
31,0.12391419616024571
32,0.12263439043575122
33,0.12178330070840317
34,0.1206005412120955
35,0.11949961469128624
36,0.11866547323834202
37,0.11754352973355536
38,0.11662290269365234
39,0.11553948366417267
40,0.11468918101280025
41,0.11364905312495857
42,0.11266479898973668
43,0.11184590760667266
44,0.11084630542499159
45,0.11031792160187348
46,0.10934060554389434
47,0.10873232999930273
48,0.10791125810565129
49,0.10708985546513819
50,0.1063040396410036
51,0.10567323551458849
52,0.1048148796116461
53,0.10393210402011505
54,0.10338120228292685
55,0.10252139596658795
56,0.10178357965123581
57,0.10113277351419958
58,0.10054030025293652
59,0.09997146832896377
60,0.09939559629869353
61,0.09904987282931264
62,0.09813962026449614
63,0.09741965679277308
64,0.09680876974104381
65,0.09628155997497882
66,0.09572481752077495
67,0.09539078325759597
68,0.09487044734640811
69,0.0945155916525498
70,0.09389326136047646
71,0.09343465357701507
72,0.09315340854773355
73,0.09245349049403863
74,0.0923582920366446
75,0.09182714173273095
76,0.09147093015442846
77,0.0912531623728138
78,0.09069376394675199
79,0.09044744284527362
80,0.09003619709633749
81,0.08984849834689439
82,0.08951926223175323
83,0.08941352804425726
84,0.08913573645815946
85,0.08886234613232238
86,0.08840404031633646
87,0.08818420219151249
88,0.08763913240478029
89,0.087786330258202
90,0.08732539752094137
91,0.086709296207491
92,0.08677465357673442
93,0.08659699265847172
94,0.08643739042184975
95,0.08623225353782506
96,0.08575516700460231
97,0.08571356170647862
98,0.08564385171934868
99,0.08520153403533058
100,0.08512943080595661
101,0.08513710852636502
102,0.0849107767415835
103,0.08460646510464895
104,0.08432953358338507
105,0.08419381527552856
106,0.08399442241608902
107,0.08422643195782083
108,0.083805786967307
109,0.0838759365084698
110,0.08358162735288276
111,0.08345634242964343
112,0.08332509366265206
113,0.08297889009223289
114,0.08282723018953789
115,0.08318249234951476
116,0.0824831482196394
117,0.08239650298702222
118,0.08235083071881905
119,0.0822725665367144
120,0.08242190407950557
121,0.08239260521983381
122,0.08214212771577725
123,0.08189836827405488
124,0.08219477448793686
125,0.08183255887658625
126,0.08196971478456687
127,0.08130932570343577
128,0.08138811688557213
129,0.08135054095917876
130,0.08153568400240131
131,0.08156856870583268
132,0.08125888440224341
133,0.08097038011614195
134,0.08077407524804676
135,0.08069292422311886
136,0.08069819633404182
137,0.0805273935882707
138,0.08034169318033045
139,0.08038853038956019
140,0.08016012465378436
141,0.07981371930205103
142,0.07984243926555558
143,0.0794054160169284
144,0.07935184664968593
145,0.07952527747965572
146,0.07919251766876818
147,0.07952738298720911
148,0.07935341535008765
149,0.0793917700637586
150,0.07925731071551857
