round,fedavg_weighted_benign_val_loss
1,0.824861010114561
2,0.4144565889119521
3,0.29979791632513086
4,0.25849795822234845
5,0.23706831793597227
6,0.22271631258820526
7,0.2123969558271552
8,0.20340896672490602
9,0.1951874344732837
10,0.18849976712958655
11,0.18286969829968727
12,0.1786086718745035
13,0.17424726860896217
14,0.1710022514209182
15,0.16818241523031024
16,0.16567743461555864
17,0.1632012234085498
18,0.16048962083509105
19,0.15839218537405694
20,0.15571842745845646
21,0.15354029718286336
22,0.15209689853891686
23,0.1506990787067462
24,0.14962169918525872
25,0.1481835306931557
26,0.14683276581770976
27,0.1458095774204232
28,0.1441717618489029
29,0.142589668130782
30,0.1410775657268738
31,0.13956973687113583
32,0.137947753811462
33,0.13654577385728636
34,0.13495694060073357
35,0.13404047934982818
36,0.13285967359895984
37,0.1318412913419486
38,0.13060547557179214
39,0.12960044513664218
40,0.1287366473579242
41,0.12775268903125092
42,0.1270900274690262
43,0.1261432542149859
44,0.12510861915546118
45,0.12437426211345935
46,0.12362245753444066
47,0.12279100095986212
48,0.12201407505098376
49,0.12106823480560369
50,0.12069322995338043
51,0.11986489816944586
52,0.11888541196748136
53,0.11808088283482293
54,0.11753050958868053
55,0.1168062785631329
56,0.11608079600643548
57,0.1155849871434841
58,0.11480556575610631
59,0.11409799734509336
60,0.11375319470704295
61,0.11313423699452932
62,0.1123143574891617
63,0.11155172866017236
64,0.11100068986501638
65,0.11072167698084345
66,0.10996922967175972
67,0.10966880238724265
68,0.10923184762688966
69,0.10878287826638117
70,0.10818779366551014
71,0.1078574021781682
72,0.10741890171970651
73,0.10714260782870343
74,0.1066476464404631
75,0.10624419275998295
76,0.10570510703428256
77,0.10551693494764414
78,0.10519710042452197
79,0.10471246987277019
80,0.10444306983539829
81,0.10394873136623621
82,0.1035804504695719
83,0.10340500765495188
84,0.10299487270708141
85,0.10262441641451055
86,0.10217306164350214
87,0.10203129318590064
88,0.10191934409797013
89,0.10107468315169872
90,0.1006440995823554
91,0.10041650226891792
92,0.1003180221873746
93,0.09992808390331992
94,0.09937218528977346
95,0.09913339936326779
96,0.09873226353567421
97,0.09865320208475366
98,0.09848365855324413
99,0.09805667921926883
100,0.09755623858320284
101,0.09738250897860508
102,0.09702534278748497
103,0.09668069721594012
104,0.09641088595427193
105,0.09633842094343265
106,0.09552289398250655
107,0.09548249451879917
108,0.09506711440005018
109,0.09476485535126229
110,0.09446059032530417
111,0.09455777539906739
112,0.0939819431305575
113,0.09371134678778999
114,0.09377748150683939
115,0.09355702346841947
116,0.09284069971116325
117,0.09266984932156178
118,0.09249054693645146
119,0.0924365964227209
120,0.09199789863105888
121,0.0916647075289029
122,0.09152202547088663
123,0.09143537853301843
124,0.09128038969445462
125,0.0908790729451354
126,0.09071336560173182
127,0.09062889018226242
128,0.09033535003189541
129,0.0904410801615547
130,0.09000408026636272
131,0.09018332934654702
132,0.08993392064983144
133,0.08984896850772713
134,0.08990805522983153
135,0.08951559009754742
136,0.08910277188891078
137,0.08912103219633111
138,0.08887816611274835
139,0.08886712578977529
140,0.08874342257997246
141,0.08839114434921215
142,0.0885212093845129
143,0.08830802193823856
144,0.08797864681535228
145,0.08797234481470013
146,0.0878143612545913
147,0.08729783321477312
148,0.0870871243560536
149,0.08715314345121647
150,0.0871151391266581
